handle,text,
2689,#NeverTrump is never more. They were crushed last night in Cleveland at Rules Committee by a vote of 87-12. MAKE AMERICA GREAT AGAIN!,0.0
2690,"""Every American stands in strong solidarity with the people of France"" —Hillary on the attack in Nice https://t.co/BBGgHucSE0",1.0
2691,"My prayers and condolences to the victims and families of the terrible tragedy in Nice, France. We are with you in every way!",0.0
2692,"In light of the horrible attack in Nice, France, I have postponed tomorrow's news conference concerning my Vice Presidential announcement.",0.0
2693,"Another horrific attack, this time in Nice, France. Many dead and injured. When will we learn? It is only getting worse.",0.0
2694,"11 Senate Dems &amp; I sent a letter to @usedgov, @FTC, @CFPB &amp; @DeptVetAffairs about fake schools like Trump “U”: https://t.co/HqofUVw95d",1.0
2695,"""This is one of the most consequential elections in our history."" —@HillaryClinton. Join us: https://t.co/OieVAWguXb https://t.co/YUIVOR6iFQ",1.0
2696,Watch live as Hillary and Senator @TimKaine take the stage in Virginia → https://t.co/vKTzxN7tON,1.0
2697,"We’ve got to say with one voice that Latinos are a vital part of the American community.
https://t.co/feC7H7fQ4K",1.0
2698,I'm an American and I'm proud to fight for a candidate that believes we are ALL Americans #JuntosSePuede https://t.co/8KRF3RCJmO,1.0
2699,"I employ many people in the State of Virginia - JOBS, JOBS, JOBS! Crooked Hillary will sell us out, just like her husband did with NAFTA.",0.0
2700,"One year in, the #IranDeal has put a lid on Iran’s nuclear program. Strong, principled diplomacy can work. Effective enforcement is key. -H",1.0
2701,"“We have to move our country and ourselves…toward a future that reflects the simple, timeless notion that all of us are equal.” —Hillary",1.0
2702,"When our kids are scared by our politicians and policy debates, it’s a sign something has gone badly off the rails. https://t.co/pdphHQEzuk",1.0
2703,"""I will say what Donald Trump won’t: Judge Curiel is as American as I am and as American as Donald Trump."" —Hillary",1.0
2704,"Even @SpeakerRyan called Trump’s comments on Judge Curiel, “the textbook definition of a racist comment.”",1.0
2705,".@realDonaldTrump said a federal judge can't be trusted because of his ""Mexican heritage."" That just fans the flames of racial division.",1.0
2706,"Next week in Cleveland, Republicans will nominate someone who thinks “Latino outreach” is tweeting out a picture of a taco bowl.",1.0
2707,"Too many kids say bye to their parents every morning, not knowing if mom or dad will be there when they get home.

We have to fix this.",1.0
2708,"""In my first 100 days…I will introduce comprehensive immigration reform with a path to citizenship.” —Hillary: https://t.co/JX8AWq6M7K",1.0
2709,"“For families making less than $125,000 a year, we’ll eliminate tuition at public colleges and universities.” —Hillary",1.0
2710,"Hillary's new college plan will help more students, especially students of color, afford college: https://t.co/A4pWb3fOf4",1.0
2711,"No one who works full-time in America should ever live in poverty.

We need to raise the minimum wage.",1.0
2712,"""We need to close the gender pay gap...Latinas earn just 55 cents for every dollar earned by a white man. That is just outrageous."" —Hillary",1.0
2713,"""Latinos are 17% of our country’s population, but you hold only 2% of its wealth. There’s a disconnect here."" —Hillary at @LULAC",1.0
2714,"""Latinos have to help us shape the future of America because you are the future of America.” —Hillary at @LULAC",1.0
2715,Tune in to watch Hillary speak live at @LULAC: https://t.co/NUfK6yQLlz https://t.co/Cgvyu85CEp,1.0
2716,"Another new poll. Thank you for your support! Join the MOVEMENT today! 
#ImWithYou https://t.co/3KWOl2ibaW https://t.co/miT4atHxQz",0.0
2717,"Great new poll- thank you America!
#Trump2016 #ImWithYou https://t.co/aVH9c5QRwc",0.0
2718,In the fight to stop Donald Trump we've got a devastating tool: literally Donald Trump. Follow for a daily dose of stuff he's actually said.,1.0
2719,"Remember: When @realDonaldTrump opens his mouth, our kids are listening.
https://t.co/pdphHQEzuk",1.0
2720,"Gun violence against Americans is all of our problem. We need to solve it together.
https://t.co/vFdReFjB6u",1.0
2721,I will be making the announcement of my Vice Presidential pick on Friday at 11am in Manhattan. Details to follow.,0.0
2722,"In the presence of practical, tactical brilliance @hamiltonmusical. https://t.co/iIkjPoWLhA",1.0
2723,On the incredibly important news of the day (or when the Democrats committed to #fixdemocracyfirst) — https://t.co/rNfE1BSp3S,1.0
2724,"In America, we lift each other up. We build bridges, not walls. We stand together because we're stronger together.
https://t.co/6NtMyqjG4o",1.0
2725,"If I win the Presidency, we will swamp Justice Ginsburg with real judges and real legal opinions!",0.0
2726,Even the @NYTimes and @WashingtonPost Editorial Boards condemned Justice Ginsburg for her ethical and legal breach. What was she thinking?,0.0
2727,Is Supreme Court Justice Ruth Bader Ginsburg going to apologize to me for her misconduct? Big mistake by an incompetent judge!,0.0
2728,On my way to San Diego to raise money for the Republican Party. I am spending a lot myself and also helping others.,0.0
2729,Voters understand that Crooked Hillary's negative ads are not true- just like her email lies and her other fraudulent activity.,0.0
2730,Despite spending $500k a day on TV ads alone #CrookedHillary falls flat in nationwide @QuinnipiacPoll. Having ZERO impact. Sad!!,0.0
2731,Lyin' Crooked Hillary's email stories all have one thing in common. https://t.co/teoVCYXKOR,0.0
2732,Is President Obama trying to destroy Israel with all his bad moves? Think about it and let me know!,0.0
2733,"The Republican platform is most 
pro-Israel of all time!",0.0
2734,New GOP platform now includes language that supports the border wall. We will build the wall and MAKE AMERICA SAFE AGAIN!,0.0
2735,BREAKING: Former Bernie Sanders supporter Braddock Mayor @JohnFetterman endorses @HillaryClinton. https://t.co/XEDjjvhnmY,1.0
2736,"""We need a leader who will push us all to make our society more tolerant, inclusive, and fair."" —@MarkKellyTyler https://t.co/UkzFXzbklO",1.0
2737,"#CrookedHillary is outspending me by a combined 31 to 1 in Florida, Ohio, &amp; Pennsylvania. I haven't started yet! https://t.co/BcoPrwqFMe",0.0
2738,"Let’s be more than allies to each other.

Let’s take on each other’s struggles as our own.
https://t.co/iA8LXuAUvl",1.0
2739,"“If we do the work, we will 'cease to be divided.' We will be indivisible, with liberty and justice for all.” —Hillary",1.0
2740,"""Let’s be more than allies to each other. Let’s take on each other’s struggles as our own."" —Hillary",1.0
2741,"""Donald Trump’s campaign adds up to an ugly, dangerous message to America. A message that you should be afraid."" —Hillary",1.0
2742,"""I do wish Donald would listen to other people once in a while. He might actually learn something. But...he only listens to himself.""",1.0
2743,"Imagine if Trump had not just Twitter to go after critics and opponents, but also the IRS—or our military. Do you think he’d be restrained?",1.0
2744,"""Hay que reconocer que 5 latinos que también perdieron sus vidas la semana pasada en incidentes con la Policía"". - @HillaryClinton",1.0
2745,"Trump has banished members of the press who have criticized him.

Is there any doubt he would do the same as president?",1.0
2746,"""When kids are scared by political candidates and policy debates, it’s a sign something has gone badly wrong."" —Hillary",1.0
2747,"""Even this—the killing of black people by police—is somehow all about him."" —Hillary on Trump https://t.co/Uwk2oFmIwZ",1.0
2748,"In times like these, we need a president who can help pull us
together, not split us apart.

And that's why Donald Trump is so dangerous.",1.0
2749,"“In my first 100 days as president, we will make the biggest investment in new, good-paying jobs since World War II.” —Hillary",1.0
2750,"These things can be true at once:

We need criminal justice reform.

We need to support police.

We need to do more to stop gun violence.",1.0
2751,"The vast majority of gun owners agree: we have to prevent gun violence.

If we’re looking for common ground, this is common ground.",1.0
2752,"We need to listen to the dedicated, principled police officers working hard every day to rebuild trust with the communities they serve.",1.0
2753,"""We need to listen to those who say 'Black Lives Matter.' Too many black Americans...feel like their lives are disposable."" —Hillary",1.0
2754,Let's listen to families whose loved ones have been killed in police incidents. Alton Sterling. Philando Castile. Sandra Bland—one year ago.,1.0
2755,"""I want...all of our children to grow up in a country where violence like the kind we saw last week doesn’t happen again” —Hillary",1.0
2756,We need to take a hard look at our laws and our attitudes. We need to embrace policies that promote justice for all people.,1.0
2757,"""The words Lincoln spoke all those years ago hold resonance for us now...he said: 'A house divided against itself cannot stand.'"" —Hillary",1.0
2758,"Watch live as Hillary speaks from the Illinois statehouse, where Lincoln gave his ""house divided"" speech in 1858. https://t.co/mtg5NDe8K3",1.0
2759,One hashtag has been uniting people who say #ImWithHer and #FeelTheBern since December: https://t.co/bBrqPjqFMx,1.0
2760,"In America, we're always stronger together. https://t.co/s9wAMfIywe",1.0
2761,"It took awhile, but we finally found a copy of Trump's speakers. https://t.co/pYloXnha5S",1.0
2762,"This from @jwpetersNYT on the hard-right GOP platform, feels like it could have been written a decade ago. Or two. https://t.co/YKciIQMs34",1.0
2763,"Thank you Florida, Ohio, and Pennsylvania! #CrookedHillary is not qualified. #ImWithYou https://t.co/M1yzgyeEdY",0.0
2764,Thank you! #ImWithYou https://t.co/6XkUQ0W4QS,0.0
2765,Justice Ginsburg of the U.S. Supreme Court has embarrassed all by making very dumb political statements about me. Her mind is shot - resign!,0.0
2766,THANK YOU INDIANA! #Trump2016 https://t.co/Jmkah9wGaA,0.0
2767,"Thank you, @BernieSanders. Proud to fight alongside you. https://t.co/v6GbG89BUk",1.0
2768,"""Vi cómo ella trataba a todos con respeto. Así es como se juzga a alguien""—presidente Obama sobre Hillary.
https://t.co/oTk1Xw5Kih",1.0
2769,"Let’s ask ourselves, ""What can I do to stop violence and promote justice?""
https://t.co/l2nRKcuxNs",1.0
2770,You cannot run for president and skip the opportunity speak on the nation's civil rights agenda. #NAACP107 https://t.co/OX60fs6ZNO,1.0
2771,"Happy birthday, Malala! Thank you for fighting for every girl's right to an education. https://t.co/GjC69J0rSr",1.0
2772,"Thank you Iowa- see you soon!
#Trump2016 #ImWithYou 
https://t.co/gva0MbgnuO https://t.co/PE1jdqZysc",0.0
2773,I will be interviewed by @oreillyfactor tonight on @FoxNews at 8pm. Enjoy!,0.0
2774,Include women in the sequel. #WORK @HillaryClinton https://t.co/mRcX5GPGzs,1.0
2775,The American people agree. No free pass for #CrookedHillary! https://t.co/lTjLVKkzh1,0.0
2776,Taking on systemic racism—and rebuilding trust between police and citizens—will require contributions from us all. https://t.co/dXhKHEvZ2r,1.0
2777,"""Hillary Clinton will make an outstanding president and I am proud to stand with her today."" —@BernieSanders
https://t.co/yNC6ALjJnX",1.0
2778,"To all the Bernie voters who want to stop bad trade deals &amp; global special interests, we welcome you with open arms. People first.",0.0
2779,Bernie sanders has abandoned his supporters by endorsing pro-war pro-TPP pro-Wall Street Crooked Hillary Clinton.,0.0
2780,Bernie Sanders endorsing Crooked Hillary Clinton is like Occupy Wall Street endorsing Goldman Sachs.,0.0
2781,"#CrookedHillary is not qualified!
https://t.co/6qi7KTW43O",0.0
2782,"Together, let’s go win this election. https://t.co/lRSwpk9y4b",1.0
2783,"""You can take out your phone right now and text JOIN to 47246. Or go to https://t.co/erIfmxlyf9. We accept $27 donations, too, you know.”",1.0
2784,"To everyone who poured your heart and soul into Bernie’s campaign, thank you. Our country desperately needs your voices.",1.0
2785,"""Let's make it easier to vote, not harder. Let’s fight back against attacks on voting rights across the country.” —Hillary",1.0
2786,"Let’s expand Social Security—not cut or privatize it.
Let’s offer paid family leave.
Let’s guarantee equal pay for women once and for all.",1.0
2787,"We’re going to make sure that Wall Street, corporations, and the super-rich pay their fair share of taxes.",1.0
2788,"“For families making less than $125,000 a year, we’ll eliminate tuition at those schools altogether.” https://t.co/TLlb3SCNpH",1.0
2789,"$7.25 an hour is a starvation wage. So sorry Donald, if you’re watching, we’re not cutting the minimum wage, we’re raising the minimum wage.",1.0
2790,"“Let’s take real, meaningful action to end the epidemic of gun violence in America.” —Hillary",1.0
2791,Taking on systemic racism and rebuilding trust and respect between law enforcement and the communities they serve will require all of us.,1.0
2792,"Thank you, @BernieSanders, not just for your endorsement, but for a lifetime of fighting injustice.",1.0
2793,"""He has energized and inspired a generation of young people who care deeply about our country.” —Hillary on @BernieSanders",1.0
2794,"""Hillary Clinton will make an outstanding president, and I am proud to stand with her today."" —@BernieSanders",1.0
2795,"Our job now is to see our progressive platform implemented by a Democratic Senate, a Democratic House and a Hillary Clinton presidency.",1.0
2796,"""We produced, by far, the most progressive platform in the history of the Democratic Party."" —@BernieSanders",1.0
2797,"""We become stronger when black and white, Latino, Asian American, Native American—all of us—stand together.” —@BernieSanders",1.0
2798,"""This election must be about bringing our people together, not dividing us up."" —@BernieSanders",1.0
2799,"Hillary ""knows that it is absurd that middle-class Americans are paying an effective tax rate higher than hedge fund millionaires.” —Bernie",1.0
2800,"""The last thing we need...is a president who doesn’t care about whether millions will lose access to health care coverage."" —Bernie on Trump",1.0
2801,"""If anyone out there thinks this election is not important...think about the SCOTUS justices Donald Trump will nominate."" —@BernieSanders",1.0
2802,"""Hillary Clinton understands that if someone in America works 40 hours a week, that person should not be living in poverty.” —@BernieSanders",1.0
2803,"""There is no doubt in my mind that...Hillary Clinton is far and away the best candidate to do that."" —@BernieSanders https://t.co/IvDtsunuWx",1.0
2804,"""This campaign is about the needs of the American people and addressing the very serious crises that we face."" —@BernieSanders",1.0
2805,"""I have come here to make it as clear as possible as to why I am endorsing Hillary Clinton."" —@BernieSanders in New Hampshire",1.0
2806,"""She will be the Democratic nominee...and I intend to do everything I can to make certain she will be the next president."" —@BernieSanders",1.0
2807,"""Secretary Clinton has won the Democratic nominating process, and I congratulate her for that."" —@BernieSanders",1.0
2808,".@HillaryClinton has won the Democratic nominating process, and I congratulate her for that. 
https://t.co/FrKbEmyuC6",1.0
2809,"""Together, we will continue to fight for a government which represents all of us, and not just the 1%."" —@BernieSanders",1.0
2810,Watch live as @BernieSanders joins Hillary on the trail in New Hampshire. https://t.co/RUABHM1QBG,1.0
2811,Today marks one month since the #Orlando tragedy that claimed 49 innocent lives. It is time to #StoptheHate. https://t.co/MItFDRBK98,1.0
2812,Donald Trump in the Oval Office is flat-out dangerous. We can’t let it happen. https://t.co/nisFcVaJMf,1.0
2813,I am somewhat surprised that Bernie Sanders was not true to himself and his supporters. They are not happy that he is selling out!,0.0
2814,"Bernie Sanders, who has lost most of his leverage, has totally sold out to Crooked Hillary Clinton. He will endorse her today - fans angry!",0.0
2815,"This election is a choice between law, order &amp; safety - or chaos, crime &amp; violence. I will make America safe again for everyone. #ImWithYou",0.0
2816,"For too many years, our inner cities have been left behind. I am going to deliver jobs, safety and protection for those in need.",0.0
2817,"Crime is out of control, and rapidly getting worse. Look what is going on in Chicago and our inner cities. Not good!",0.0
2818,"Praising some of the world's most notorious, brutal dictators should be a red flag for a presidential candidate.
https://t.co/AsEnrWw83w",1.0
2819,"#MakeAmericaGreatAgain #ImWithYou
https://t.co/lb5ViCDH0g https://t.co/roVn7pAVfy",0.0
2820,"“Dejó a un lado su agenda personal y emociones por una causa mayor y servir al país""—presidente Obama sobre Hillary.
https://t.co/yW9xPKX2fj",1.0
2821,Senior United States District Judge Robert E. Payne today ruled in favor of Trump campaign delegates who had argued..https://t.co/qVwfjgCHU7,0.0
2822,"""They picked a nominee whose only plan is to build a higher wall."" —@POTUS on @realDonaldTrump's dangerous policies
https://t.co/N3PAI3chgE",1.0
2823,"""Her way of dealing with the stories she hears is not just to repeat the story but to do something about the story."" https://t.co/jje8cWi5Ep",1.0
2824,PA's Senate is voting on a restrictive anti-abortion bill—HB 1948. Call your legislator &amp,1.0
2825,"Speech on Veterans' Reform:
https://t.co/XB7RMwesMK",0.0
2826,Great poll- Florida! Thank you! https://t.co/4FuPpL5WOM,0.0
2827,"""Hillary Clinton...has worked to improve the lives of Americans her entire adult life."" —@USProgressives PAC https://t.co/aRv65fqAct",1.0
2828,"Thoughts and prayers with the victims, and their families- along with everyone at the Berrien County Courthouse in St. Joseph, Michigan.",0.0
2829,BREAKING: @CWAUnion whole-heartedly endorses @HillaryClinton for President of the United States. More: https://t.co/vo5xmRfrS7,1.0
2830,".@realDonaldTrump says he ""loves the vets.""

Prisoners of war? Not so much.
https://t.co/Qq1bPW65DA",1.0
2831,"Remembering over 8,000 men &amp; boys massacred b/c of their faith 21 yrs ago today. #NeverForget #Srebrenica  https://t.co/N7ZVjc90nN",1.0
2832,"New ad: Donald Trump's number one foreign policy advisor? Himself.

And his ""very good brain.""
https://t.co/ac1793AiXf",1.0
2833,"Donald Trump says he supports our veterans, but he's taken advantage of them time and time again. https://t.co/TxvAHkn38q",1.0
2834,You have a problem when a candidate looks to Saddam Hussein and Kim Jong-un as examples of good leadership. https://t.co/T1nPQgSRQ7,1.0
2835,"What does it say about a presidential candidate when he consistently showers praise on brutal dictators?
https://t.co/YFVXJlpnIt",1.0
2836,"Join me in Westfield, Indiana- tomorrow night at 7:30pm! #Trump2016 
Tickets: https://t.co/Jj9TmSEoOd https://t.co/Rq6YRHlpib",0.0
2837,"""Hillary is not somebody who fears the future. She believes that it is ours to shape."" —@POTUS https://t.co/cSAdZFNa4G",1.0
2838,"For Donald Trump, it's not about what he can build —it's about how much he can take. https://t.co/WYJGCCVBzu",1.0
2839,"Our economy added 287,000 jobs last month—just another reminder of how far we've come under @POTUS: https://t.co/MGqgy6oloe",1.0
2840,"""You can count on her, and how she won’t waver, and she won’t back down, and she will not quit."" —@POTUS https://t.co/BYCgixAh8K",1.0
2841,"When Donald Trump's casinos failed, hundreds of people lost their jobs, but he walked away with millions. https://t.co/WYJGCCVBzu",1.0
2842,“Necesitamos escribir un nuevo capítulo en el sueño americano–y no puede ser el Capítulo 11 (de bancarrota)”. https://t.co/W8mJk7eUbA,1.0
2843,"I heard that the underachieving John King of @CNN on Inside Politics was one hour of lies. Happily, few people are watching - dead network!",0.0
2844,"The media is so dishonest. If I make a statement, they twist it and turn it to make it sound bad or foolish.They think the public is stupid!",0.0
2845,President Obama thinks the nation is not as divided as people think. He is living in a world of the make believe!,0.0
2846,"As the President has reminded us, the arc of the moral universe is long but it bends toward justice.
https://t.co/CCheOeF9zB",1.0
2847,Look what is happening to our country under the WEAK leadership of Obama and people like Crooked Hillary Clinton. We are a divided nation!,0.0
2848,"""I saw how she treated everybody with respect. That's how you judge somebody."" —@POTUS on Hillary
https://t.co/DnisCFMlLZ",1.0
2849,“We owe our children better than this. We owe ourselves better than this.” by Hillary Clinton https://t.co/sB2bIaMsT0,1.0
2850,"New poll - thank you! #Trump2016
https://t.co/Mi87Vmw06H https://t.co/WmqvcYG4r3",0.0
2851,Community health centers provide care for 25 million Americans. Here's Hillary's plan to double their funding: https://t.co/4vbbTF4gXS,1.0
2852,"Congrats, @serenawilliams on your record-tying 22nd Grand Slam title! #Wimbledon https://t.co/MAqtFwyM0R",1.0
2853,Today's proposal by @HillaryClinton is an important step toward expanding health insurance and health care access to millions of Americans.,1.0
2854,"""@LorellaPraeli's story, like so many other American stories, reminds us of who we are as a people."" —Hillary
https://t.co/fVvp7c8m2A",1.0
2855,Way to go @serenawilliams  - you are a true champion. Proud of you!,0.0
2856,"White Americans need to do a better job of listening when African Americans talk about the barriers they face.
https://t.co/rmzeEG5HoC",1.0
2857,"MAKE AMERICA SAFE AGAIN!
https://t.co/m0AJWlV8nm https://t.co/P0GleHEmJy",0.0
2858,"“Let us not grow weary in doing good, for in due season, we shall reap, if we do not lose heart.” —Galatians 6:9",1.0
2859,"""When the 24-hour news cycle moves on, I won’t.” —Hillary on preventing gun violence and addressing racial injustice",1.0
2860,"""Elie Wiesel once clarified for us that 'the opposite of love is not hate—it’s indifference.' ... None of us can afford to be indifferent.""",1.0
2861,"""Let’s ask ourselves, what can I do to stop violence and promote justice? How can I show that your life matters to me?"" —Hillary",1.0
2862,White Americans need to do a better job of listening when African Americans talk about the seen and unseen barriers you face every day.,1.0
2863,"We cannot, must not, vilify police officers. Remember what those officers were doing when they died. They were protecting a peaceful march.",1.0
2864,"""In my first budget, I'll commit $1 billion to find and fund the best training programs [and] support new research."" —Hillary",1.0
2865,"""We’ll make it clear when deadly force is warranted and when it is not, and emphasize proven methods for de-escalating situations."" —Hillary",1.0
2866,"""I will bring law enforcement and communities together to develop national guidelines on the use of force by police officers."" —Hillary",1.0
2867,“Gun violence is ripping apart people’s lives. They are trying to tell us. We need to listen.” —Hillary,1.0
2868,"Alton and Philando's deaths are the latest in a long, painful litany of African Americans killed in police incidents—123 so far this year.",1.0
2869,There is clear evidence that black Americans are more likely to be killed in police incidents than any other group. We have to do better.,1.0
2870,"There is something wrong with our country. There is too much violence...too much senseless killing, too many people dead who shouldn’t be.",1.0
2871,"""We pray for those families and for the souls of all those we lost this week and all those preceding. May they rest in God’s peace"" —Hillary",1.0
2872,Watch live as Hillary addresses the AME Church Conference in Philadelphia: https://t.co/WfMAW9ebe5,1.0
2873,Isn't it sad that on a day of national tragedy Hillary Clinton is answering softball questions about her email lies on @CNN?,0.0
2874,"Due to the horrific events taking place in our country, I have decided to postpone my speech on economic opportunity- today in Miami.",0.0
2875,Last night's horrific execution-style shootings of 12 Dallas law enforcement officers...https://t.co/mwzYU98yTt,0.0
2876,"I mourn for the officers shot while doing their sacred duty to protect peaceful protesters, for their families &amp; all who serve with them. -H",1.0
2877,Prayers and condolences to all of the families who are so thoroughly devastated by the horrors we are all watching take place in our country,0.0
2878,"We have a responsibility to fight for the next generation. All of us. #TBT
https://t.co/p4FcuCcVmW",1.0
2879,See new @Hillaryclinton plan to protect small biz from being stiffed by abusive companies like @realDonaldTrump's: https://t.co/6e4w0GQyOd,1.0
2880,"After today, Crooked Hillary can officially be called Lyin' Crooked Hillary.",0.0
2881,Too many African American families are mourning. Too many young black men and women have been taken from us. https://t.co/arkjOeLu7G,1.0
2882,"“There has to be some form of punishment [for seeking abortion].” —Donald Trump, March 30, 2016 https://t.co/2Xd3b2cvq0",1.0
2883,"Thank you Speaker @PRyan!
#AmericaFirst #Trump2016  https://t.co/PPsyxGPdFc",0.0
2884,#MakeAmericaGreatAgain  https://t.co/fxlVgfAA1l,0.0
2885,Thank you Rep. Collins! #Trump2016 https://t.co/zkmPywMDxg,0.0
2886,"Alton Sterling Matters.
Philando Castile Matters.
Black Lives Matter. https://t.co/GmUFN9sDH6",1.0
2887,Just leaving D.C. Had great meetings with Republicans in the House and Senate. Very interesting day! These are people who love our country!,0.0
2888,"Trump got ahead by cheating working people like Andrew Tesoro. Now he wants to do the same thing to our country.
https://t.co/un2YiRu3A5",1.0
2889,America woke up to yet another tragedy of a life cut down too soon. Black Lives Matter. #PhilandoCastile -H,1.0
2890,We can't let Trump's approach to the economy anywhere near the White House. https://t.co/KYK95eht0p,1.0
2891,"Great being in Cincinnati, Ohio last night- thank you! Off to Washington D.C. now. #Trump2016 #AmericaFirst https://t.co/sryJgRyd56",0.0
2892,"While Trump's Atlantic City casinos posted $66 million in losses, he paid himself a $5 million bonus. https://t.co/wS2RDRJSzY",1.0
2893,Do you want to build a strawman? https://t.co/AoeNTJOGpo,1.0
2894,"Where is the outrage for this Disney book? Is this the 'Star of David' also? 
Dishonest media! #Frozen https://t.co/4LJBpSm8xa",0.0
2895,"""The death of Alton Sterling is a tragedy, and my prayers are with his family."" —Hillary https://t.co/Yky4ZxfbLN",1.0
2896,Trabajemos para que ningún estudiante tenga que endeudarse para estudiar en una universidad pública de su estado. https://t.co/Bl1RpRy3Di,1.0
2897,Newly discovered footage that could destroy Donald Trump’s campaign if everyone saw it: https://t.co/X9rJ0SCUXr,1.0
2898,"The Trump Atlantic City business method: Drive a business into the ground, stiff workers, and take home millions. https://t.co/VveL3MKwjU",1.0
2899,"To all of my twitter followers, please contribute whatever you can to the campaign. We must beat Crooked Hillary. https://t.co/Xv8Q1GuWiH",0.0
2900,"Let's make sure @realDonaldTrump never has the chance to bankrupt America the way he bankrupted his businesses.
https://t.co/BNSO5xAPJE",1.0
2901,"""Clinton’s proposal would make public colleges tuition-free for families making less than $125,000"" https://t.co/xh69q5T2Cu",1.0
2902,Let's make it so that no student has to take on debt to go to a public college or university in their state. https://t.co/FW6JDIMxqu,1.0
2903,"Praying for a safe Eid Al-Fitr. My heart breaks for families struck by terror in Turkey, Iraq, Saudi Arabia, and Bangladesh this Ramadan. -H",1.0
2904,"Who got hurt when Trump abandoned Atlantic City?
✔️Small businesses
✔️Vendors
✔️Local builders
✔️Casino workers
https://t.co/ZpbJL2SRP3",1.0
2905,.@realDonaldTrump fixed https://t.co/lrmn7TMnk7,1.0
2906,"""In America, we don’t begrudge people being successful…but we do if they get rich by destroying other people."" —Hillary",1.0
2907,“No major company has filed Chapter 11 more often in the last 30 years than Trump’s casinos.” —Hillary,1.0
2908,"Donald Trump's business strategy:

It's not about what you can build. It's about how much you can take.",1.0
2909,Always his only metric for success: did I make money? No matter who gets destroyed in the process.  https://t.co/aPSgG73qlr,1.0
2910,"""What he did here in Atlantic City is exactly what he’ll do if he wins in November."" —Hillary on @realDonaldTrump: https://t.co/d03oF9Ur0W",1.0
2911,“Atlantic City was a very good cash cow for me for a long time...The money I took out of there was incredible.” —Donald Trump,1.0
2912,"""[@realDonaldTrump's] businesses were failing long before the rest of the town was struggling...his bad decisions hurt the whole city.""",1.0
2913,"""Isn't he supposed to be some kind of amazing businessman? What ... happened here?"" @HillaryClinton https://t.co/n7uCSNeI2w",1.0
2914,"And the Trump Taj Mahal, which Donald called the 8th Wonder of the World, is bankrupt. It canceled workers' health insurance and pensions.",1.0
2915,The Trump Marina Hotel Casino in Atlantic City was sold just a few years ago at a huge loss.,1.0
2916,"Donald Trump called the Trump Plaza Casino and Hotel ""the biggest hit yet.""

Now, it's abandoned. https://t.co/qjhy8Xj2U8",1.0
2917,What Donald Trump did in Atlantic City is nothing to brag about—it’s shameful—and every voter in America needs to know about it.,1.0
2918,"We can't let Trump bankrupt America like we're one of his casinos.

Watch Hillary live from Atlantic City → https://t.co/gLIOpQTKj3",1.0
2919,"Trump made millions while bankrupting his businesses, laying off workers, and stiffing contractors. Here's how:
https://t.co/OZ0eTD6oiC",1.0
2920,Hillary heard you: College costs are too high in America. It's time to fix it. https://t.co/HFcBczvyPH,1.0
2921,Convention speaker schedule to be released tomorrow. Let today be devoted to Crooked Hillary and the rigged system under which we live.,0.0
2922,I applaud @HillaryClinton for the very bold initiative she has just brought forth for the financing of higher education.,1.0
2923,Learn more about Hillary's plan to give former students relief from student debt: https://t.co/pzGQeUv5OT https://t.co/yA6fRDivjL,1.0
2924,"I have over seven million hits on social media re Crooked Hillary Clinton. Check it out Sleepy Eyes, @MarkHalperin @NBCPolitics",0.0
2925,"Sleepy eyes Chuck Todd, a man with so little touch for politics, is at it again.He could not have watched my standing ovation speech in N.C.",0.0
2926,Even the once great Caesars is bankrupt in A.C. Others to follow. Ask the Democrat City Council what happened to Atlantic City.,0.0
2927,"Hillary Clinton should ask why the Democrat pols in Atlantic City made all the wrong moves - Convention Center, Airport - and destroyed City",0.0
2928,"I made a lot of money in Atlantic City and left 7 years ago, great timing (as all know). Pols made big mistakes, now many bankruptcies.",0.0
2929,Donald Trump's praise for brutal dictators like Saddam Hussein knows no bounds. https://t.co/5bvlO3rnI5,1.0
2930,"Crooked Hillary Clinton lied to the FBI and to the people of our country. She is sooooo guilty. But watch, her time will come!",0.0
2931,"The rigged system may have helped Hillary Clinton escape criminal charges, but...https://t.co/KO64IAMDgj https://t.co/8CBSfNpl2l",0.0
2932,"Crooked Hillary has once again been proven to be a person who is dishonest, incompetent and of very bad judgement.",0.0
2933,"Crooked Hillary Clinton and her team ""were extremely careless in their handling of very sensitive, highly classified information."" Not fit!",0.0
2934,Crooked Hillary Clinton is unfit to serve as President of the U.S. Her temperament is weak and her opponents are strong. BAD JUDGEMENT!,0.0
2935,"I don't think the voters will forget the rigged system that allowed Crooked Hillary to get away with ""murder."" Come November 8, she's out!",0.0
2936,Raised a lot of money for the Republican Party. There will be a big gasp when the figures are announced in the morning. Lots of support! Win,0.0
2937,What @POTUS said. https://t.co/5ReWX7DISf,1.0
2938,I will be interviewed by @oreillyfactor tonight on @FoxNews at 11pm. Enjoy!,0.0
2939,"My son, @EricTrump will be interviewed by @SeanHannity tonight at 10pm on @FoxNews. Enjoy!",0.0
2940,"""Quiero que tú ayudes a elegirla nuestra próxima Presidenta de los Estados Unidos”—Obama. https://t.co/afIzmJR7Jp",1.0
2941,"""I'm here today because I believe in Hillary Clinton."" —@POTUS at his first campaign stop of 2016
https://t.co/Q3V0b4hLLQ",1.0
2942,Fired up. Ready to go. https://t.co/DKgJbGCTNE,1.0
